year||author||book||fname||sentence_int||sentence_num||sentence||place||frequency
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||200-219||213||There has been a regrettable error.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||200-219||214||The rigid face stared at Professor Malzius.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||200-219||215||Professor Malzius stared back.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||200-219||216||He did not say anything.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||200-219||217||In these days, said the Dictator, his voice rising, the nation demands the submission of every citizen.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||200-219||218||Encircled by jealous foes, our reborn land yet steps forward toward her magnificent destiny.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||200-219||219||The words continued for some time, the voice rose and fell.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||220-239||220||Professor Malzius listened respectfully; he had heard the words many times before and they had ceased to have meaning to him.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||220-239||221||He was thinking of certain cells of the body that rebel against the intricate processes of Nature and set up their own bellicose state.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||220-239||222||Doubtless they, too, have a destiny, he thought, but in medicine it is called cancer.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||220-239||223||Jealous and spiteful tongues in other countries have declared that it is our purpose to wipe out learning and science, concluded the Dictator.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||220-239||224||That is not our purpose.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||220-239||225||After the cleansing, the rebirth.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||220-239||226||We mean to move forward to the greatest science in the world--our own science, based on the enduring principles of our nationhood.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||220-239||227||He ceased abruptly, his eyes fell into their dream.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||220-239||228||Very like the girl Charcot showed me in my young days, thought Professor Malzius; there was first the ebullition, then the calm.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||220-239||229||I was part of the cleansing?||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||220-239||230||You did not mean to hurt me?||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||220-239||231||he asked timidly.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||220-239||232||Yes, Professor Malzius, said the General, smiling, you were part of the cleansing.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||220-239||233||Now that is over.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||220-239||234||His Excellency has spoken.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||220-239||235||I do not understand, said Professor Malzius, gazing at the fixed face of the man behind the desk.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||220-239||236||It is very simple, said the General.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||220-239||237||He spoke in a slow careful voice, as one speaks to a deaf man or a child.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||220-239||238||You are a distinguished man of science--you have received the Nobel Prize.||Nobel||1
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||220-239||239||That was a service to the state.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||240-259||240||You became, however, infected by the wrong political ideas.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||240-259||241||That was treachery to the state.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||240-259||242||You had, therefore, as decreed by His Excellency, to pass through a certain period for probation and rehabilitation.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||240-259||243||But that, we believe, is finished.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||240-259||244||You do not wish to know the names of the young men any more?||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||240-259||245||said Professor Malzius.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||240-259||246||You do not want the addresses?||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||240-259||247||That is no longer of importance, said the General patiently.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||240-259||248||There is no longer opposition.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||240-259||249||The leaders were caught and executed three weeks ago.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||240-259||250||There is no longer opposition, repeated Professor Malzius.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||240-259||251||At the trial, you were not even involved.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||240-259||252||I was not even involved, said Professor Malzius.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||240-259||253||Yes.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||240-259||254||Now, said the General, with a look at the Dictator, we come to the future.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||240-259||255||I will be frank--the new state is frank with its citizens.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||240-259||256||It is so, said the Dictator, his eyes still sunk in his dream.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||240-259||257||There has been--let us say--a certain agitation in foreign countries regarding Professor Malzius, said the General, his eyes still fixed on the Dictator.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||240-259||258||That means nothing, of course.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||240-259||259||Nevertheless, your acquaintance, Professor Bonnard, and others have meddled in matters that do not concern them.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||260-279||260||They asked after me?||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||260-279||261||said Professor Malzius, with surprise.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||260-279||262||It is true, my experiments were reaching a point that----||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||260-279||263||No foreign influence could turn us from our firm purpose, said the Dictator.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||260-279||264||But it is our firm purpose to show our nation first in science and culture as we have already shown her first in manliness and statehood.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||260-279||265||For that reason, you are here, Professor Malzius.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||260-279||266||He smiled.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||260-279||267||Professor Malzius stared.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||260-279||268||His cheeks began to tremble.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||260-279||269||I do not understand, said Professor Malzius.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||260-279||270||You will give me my laboratory back?||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||260-279||271||Yes, said the Dictator, and the General nodded as one nods to a stupid child.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||260-279||272||Professor Malzius passed a hand across his brow.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||260-279||273||My post at the university?||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||260-279||274||he said.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||260-279||275||My experiments?||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||260-279||276||It is the purpose of our regime to offer the fullest encouragement to our loyal sons of science, said the Dictator.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||260-279||277||First of all, said Professor Malzius, I must go to a hospital.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||260-279||278||My blood count is poor.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||260-279||279||But that will not take long.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||280-299||280||His voice had become impatient and his eyes glowed.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||280-299||281||Then--my notebooks were burned, I suppose.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||280-299||282||That was silly, but we can start in again.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||280-299||283||I have a very good memory, an excellent memory.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||280-299||284||The theories are in my head, you know, and he tapped it.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||280-299||285||I must have assistants, of course; little Gregopolous was my best one----||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||280-299||286||The man Gregopolous has been executed, said the General, in a stern voice.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||280-299||287||You had best forget him.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||280-299||288||Oh, said Professor Malzius.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||280-299||289||Well, then, I must have someone else.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||280-299||290||You see, these are important experiments.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||280-299||291||There must be some young men--clever ones--they cannot all be dead.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||280-299||292||I will know them.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||280-299||293||He laughed a little, nervously.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||280-299||294||The Bear always got the pick of the crop, he said.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||280-299||295||They used to call me The Bear, you know.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||280-299||296||He stopped and looked at them for a moment with ghastly eyes.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||280-299||297||You are not fooling me?||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||280-299||298||he said.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||280-299||299||He burst into tears.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||300-319||300||When he recovered he was alone in the room with the General.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||300-319||301||The General was looking at him as he himself had looked once at strange forms of life under the microscope, with neither disgust nor attraction, but with great interest.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||300-319||302||His Excellency forgives your unworthy suggestion, he said.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||300-319||303||He knows you are overwrought.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||300-319||304||Yes, said Professor Malzius.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||300-319||305||He sobbed once and dried his glasses.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||300-319||306||Come, come, said the General, with a certain bluff heartiness.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||300-319||307||We mustnt have our new president of the National Academy crying.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||300-319||308||It would look badly in the photographs.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||300-319||309||President of the Academy?||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||300-319||310||said Professor Malzius quickly.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||300-319||311||Oh, no; I mustnt be that.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||300-319||312||They make speeches; they have administrative work.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||300-319||313||But I am a scientist, a teacher.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||300-319||314||Im afraid you cant very well avoid it, said the General, still heartily, though he looked at Professor Malzius.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||300-319||315||Your induction will be quite a ceremony.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||300-319||316||His Excellency himself will preside.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||300-319||317||And you will speak on the new glories of our science.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||300-319||318||It will be a magnificent answer to the petty and jealous criticisms of our neighbors.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||300-319||319||Oh, you neednt worry about the speech, he added quickly.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||320-339||320||It will be prepared; you will only have to read it.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||320-339||321||His Excellency thinks of everything.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||320-339||322||Very well, said Professor Malzius; and then may I go back to my work?||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||320-339||323||Oh, dont worry about that, said the General, smiling.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||320-339||324||Im only a simple soldier; I dont know about those things.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||320-339||325||But youll have plenty of work.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||320-339||326||The more the better, said Malzius eagerly.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||320-339||327||I still have ten good years.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||320-339||328||He opened his mouth to smile, and a shade of dismay crossed the Generals face.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||320-339||329||Yes, he said, as if to himself.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||320-339||330||The teeth must be attended to.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||320-339||331||At once.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||320-339||332||And a rest, undoubtedly, before the photographs are taken.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||320-339||333||Milk.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||320-339||334||You are feeling sufficiently well, Professor Malzius?||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||320-339||335||I am very happy, said Professor Malzius.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||320-339||336||I have been very well treated and I come of peasant stock.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||320-339||337||Good, said the General.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||320-339||338||He paused for a moment, and spoke in a more official voice.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||320-339||339||Of course, it is understood, Professor Malzius---- he said.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||340-359||340||Yes?||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||340-359||341||said Professor Malzius.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||340-359||342||I beg your pardon.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||340-359||343||I was thinking of something else.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||340-359||344||It is understood, Professor Malzius, repeated the General, that your--er--rehabilitation in the service of the state is a permanent matter.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||340-359||345||Naturally, you will be under observation, but, even so, there must be no mistake.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||340-359||346||I am a scientist, said Professor Malzius impatiently.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||340-359||347||What have I to do with politics?||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||340-359||348||If you wish me to take oaths of loyalty, I will take as many as you wish.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||340-359||349||I am glad you take that attitude, said the General, though he looked at Professor Malzius curiously.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||340-359||350||I may say that I regret the unpleasant side of our interviews.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||340-359||351||I trust you bear no ill will.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||340-359||352||Why should I be angry?||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||340-359||353||said Professor Malzius.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||340-359||354||You were told to do one thing.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||340-359||355||Now you are told to do another.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||340-359||356||That is all.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||340-359||357||It is not quite so simple as that, said the General rather stiffly.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||340-359||358||He looked at Professor Malzius for a third time.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||340-359||359||And Id have sworn you were one of the stiff-necked ones, he said.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||360-379||360||Well, well, every man has his breaking point, I suppose.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||360-379||361||In a few moments you will receive the final commands of His Excellency.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||360-379||362||Tonight you will go to the capitol and speak over the radio.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||360-379||363||You will have no difficulty there--the speech is written.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||360-379||364||But it will put a quietus on the activities of our friend Bonnard and the question that has been raised in the British Parliament.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||360-379||365||Then a few weeks of rest by the sea and the dental work, and then, my dear president of the National Academy, you will be ready to undertake your new duties.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||360-379||366||I congratulate you and hope we shall meet often under pleasant auspices.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||360-379||367||He bowed from the waist to Malzius, the bow of a man of the world, though there was still something feline in his mustaches.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||360-379||368||Then he stood to attention, and Malzius, too, for the Dictator had come into the room.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||360-379||369||It is settled?||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||360-379||370||said the Dictator.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||360-379||371||Good.||NONE||0
